product_tmpl_id.bigcommerce_product_id,Product Code/SKU,Part Number,Brand Name,Current Stock Level,Product Condition
78398,40101,MCM60256AP-10,MOTOROLA,140,New
86569,40102,PC74HCT14T,PHILIPS,142,New
23223,40103,8A220,27,142,New
92723,40104,79L05A,TEXAS INTRUMENTS,142,New
70204,40105,IDT74FCT377ASO,INTEGRATED DEVICE TECHNOLOGY,142,New
76749,40106,MC74F32D,MOTOROLA,142,New
9135,40107,KM41C464J-12,sam,142,New
19116,40108,CXK58257ATM-70LLX,218,142,New
95891,40109,SN74H11N,TEXAS INTRUMENTS,0,New
100440,40110,TC74HC74P,TOSHIB,142,New
74316,40111,74LS54,MOTOROLA,142,New
69910,40112,HM6716P-25,HITACHI,142,New
96481,40113,SN74HCT32D,TEXAS INTRUMENTS,143,New
75899,40114,MC68HC000FN-16,MOTOROLA,46,New
69696,40115,HM62256LFP-10T,HITACHI,143,New
10945,40116,SN74F260D,TEXAS INTRUMENTS,143,New
7016,40117,SN74F280D,TEXAS INTRUMENTS,135,New
93508,40118,SN7406N,TEXAS INTRUMENTS,0,New
95124,40119,SN74BCT543DW,TEXAS INTRUMENTS,143,New
76945,40120,MC74F74N,MOTOROLA,0,New
20839,40121,N85C220-70,Intel - Intel,144,New
94080,40122,SN74ALS138N,TEXAS INTRUMENTS,0,New
19865,40123,74LS73,TEXAS INTRUMENTS,0,New
23228,40124,943K,MOTOROLA,144,New
94921,40125,SN74AS573ADW,TEXAS INTRUMENTS,144,New
97275,40126,SN74LS273D,TEXAS INTRUMENTS,144,New
63948,40127,AM29C676SC,ADVANCED MICRO DEVICES,145,New
85621,40128,74HC244,PHILIPS,0,New
72616,40129,S82434LX SZ882,Intel - Intel,145,New
64758,40130,Z8530H-6JC,ADVANCED MICRO DEVICES,145,New
72878,40131,GAL16V8A-25LJ,Lattic,145,New
22914,40132,74S251,TEXAS INTRUMENTS,0,New
23231,40133,24/20V8-10,22556,140,New
21036,40134,24/20V8-20,22556,150,New
98623,40135,TMS2732AJL-35,TEXAS INTRUMENTS,145,New
88189,40136,27C64A-25FA,SIGNER,145,New
73872,40137,M5M5256CVP-5,MITUBISHI,145,New
78694,40138,MCM6290J25,MOTOROLA,145,New
17553,40139,MC74HC154D,MOTOROLA,145,New
77392,40140,MC74HC573ADW,MOTOROLA,145,New
23236,40141,535NR,ATMEL,145,New
96635,40142,SN74LS08D,TEXAS INTRUMENTS,146,New
23237,40143,HY62256A-10,20662,146,New
16790,40144,9010,20927,146,New
23238,40145,IBM038329NP6B-10,87,146,New
59042,40146,74F04PC,20360,0,New
8013,40147,1458,S+T,0,New
100869,40148,TMM27256D-20,TOSHIB,146,New
18203,40149,82C392,21505,0,New
23239,40150,V53C466J-80,VISHEY,147,New
2487,40151,MC74LS138D,MOTOROLA,147,New
23240,40152,550-0307-80Z,S+T,147,New
23241,40153,SN74LS195,TEXAS INTRUMENTS,0,New
21613,40154,74F64,NSC,0,New
20580,40155,74S64,SIGNER,0,New
90595,40156,PC74LS02N,SIGNER,0,New
66119,40157,4N37,FAIRCHILD,147,New
80116,40158,UPD2764D-2,NEC/TOKIN,147,New
87167,40159,C05329,S+T,0,New
95717,40160,SN74F32D,TEXAS INTRUMENTS,148,New
96070,40161,SN74HC14D,TEXAS INTRUMENTS,148,New
3605,40162,KM44C256BJ-8,sam,148,New
57586,40163,35.328MHZ,Unbranded,148,New
88776,40164,74S32,SIGNER,0,New
97752,40165,SN74LS74AN,TEXAS INTRUMENTS,0,New
88278,40166,74F11,SIGNER,0,New
91599,40167,74LS367B1,ST Microelectronics,148,New
73847,40168,M5M5256BVP-1,MITUBISHI,148,New
19458,40169,85C460ATQ,22080,149,New
23244,40170,CXK59288J-25,218,149,New
95921,40171,SN74HC02N,TEXAS INTRUMENTS,0,New
69995,40172,HN482732AG-20,HITACHI,149,New
22724,40173,CD74ACT175M,HARRIS,149,New
15611,40174,75188,TEXAS INTRUMENTS,150,New
76860,40175,MC74F533D,MOTOROLA,150,New
23247,40176,IDT74FCT841ASO,INTEGRATED DEVICE TECHNOLOGY,150,New
19717,40177,HEF4046BT,PHILIPS,150,New
13246,40178,UPD421664-80,NEC/TOKIN,150,New
74648,40179,MC10101FN,MOTOROLA,150,New
23249,40180,100420A,HARRIS,150,New
77187,40181,MC74HC244ADW,MOTOROLA,150,New
77188,40182,MC74HC244ADW,MOTOROLA,150,New
75507,40183,MC3488A,MOTOROLA,150,New
57520,40184,M1800KG9,Unbranded,150,New
23250,40185,F60 (100),S+T,150,New
57587,40186,E24.000,Unbranded,150,New
23251,40187,SPMC2018,22153,150,New
23252,40188,SN74HC273N,TEXAS INTRUMENTS,0,New
23253,40189,SN74BCT652NT,TEXAS INTRUMENTS,0,New
88762,40190,74S241,SIGNER,0,New
23254,40191,CC5065,T.D.K.,148,New
23255,40192,118W0110,T.D.K.,0,New
23256,40193,IRF7809A,21104,150,New
23257,40194,CD4022BF/3,21811,150,New
16159,40195,CD74HCT273M,HARRIS,150,New
23258,40196,P0511,PULSE JACK,150,New
97276,40197,SN74LS273D,TEXAS INTRUMENTS,150,New
17235,40198,14.31818,22533,150,New
23259,40199,22V10H-15JC/4,3,150,New
19003,40200,IDT74FCT162245TPV,INTEGRATED DEVICE TECHNOLOGY,151,New
23260,40201,HD64950CPB,HITACHI,151,New
76887,40202,MC74F569DW,MOTOROLA,151,New
94372,40203,SN74ALS373D,TEXAS INTRUMENTS,151,New
23261,40204,SN74F540D,TEXAS INTRUMENTS,151,New
95321,40205,SN74F11D,TEXAS INTRUMENTS,152,New
74850,40206,MC10H106FN,MOTOROLA,152,New
20667,40207,AM28F512-150C3JC,ADVANCED MICRO DEVICES,152,New
79086,40208,SN74LS193N,MOTOROLA,0,New
87836,40209,MC1489,sam,0,New
81618,40210,74F02,NSC,0,New
23262,40211,74LS92N,MOTOROLA,0,New
67261,40212,UA9636ATC,FAIRCHILD,0,New
90997,40213,PC74LS32N,SIGNER,152,New
94198,40214,SN74ALS233AD,TEXAS INTRUMENTS,152,New
101379,40215,VL82C331-FC,VLC,0,New
23265,40216,74HCT74,ST Microelectronics,152,New
23266,40217,682,Unbranded,152,New
19402,40218,SN74ABT574D,TEXAS INTRUMENTS,152,New
93842,40219,SN74ALS00AD,TEXAS INTRUMENTS,153,New
2684,40220,PC74HC02T,PHILIPS,153,New
57588,40221,40MHZ,Unbranded,153,New
57589,40222,201472GCTS020,Unbranded,153,New
84631,40223,MM74HC573WM,NSC,153,New
23268,40224,237023-901,Intel - Intel,153,New
23269,40225,SN74S113N,TEXAS INTRUMENTS,0,New
79145,40226,SN74LS279N,MOTOROLA,0,New
23271,40227,SN75115N,TEXAS INTRUMENTS,0,New
90012,40228,PC74F32N,SIGNER,0,New
88777,40229,74S32,SIGNER,0,New
18677,40230,74LS298,FAIRCHILD,153,New
12765,40231,MCM62980J15-5,MOTOROLA,153,New
77536,40232,MC74HCT245AD,MOTOROLA,153,New
18144,40233,AM29C861ASC,ADVANCED MICRO DEVICES,154,New
90013,40234,PC74F32N,SIGNER,0,New
23272,40235,AD7820KP,ANALOG DEVICE,154,New
18168,40236,29-600134,Intel - Intel,154,New
17682,40237,N85C220-80,Intel - Intel,154,New
92690,40238,74S64N,TEXAS INTRUMENTS,0,New
88595,40239,74LS175N,SIGNER,0,New
74198,40240,74HC00,MOTOROLA,0,New
66447,40241,74S04,FAIRCHILD,154,New
23273,40242,PE68382(B7),PULSE JACK,154,New
70401,40243,82357 SZ581,Intel - Intel,155,New
72617,40244,S82434LX SZ882,Intel - Intel,155,New
76750,40245,MC74F32D,MOTOROLA,155,New
23274,40246,AD892JP,ANALOG DEVICE,155,New
73435,40247,M5M4256J-12,MITUBISHI,155,New
90842,40248,PC74LS164N,SIGNER,0,New
73238,40249,M5L2732K,MITUBISHI,155,New
70934,40250,D2764-3,Intel - Intel,155,New
94680,40251,SN74AS08D,TEXAS INTRUMENTS,156,New
23277,40252,PI74FCT841ATS,QS,156,New
23278,40253,D15070FN,TEXAS INTRUMENTS,156,New
23279,40254,SN74S373,TEXAS INTRUMENTS,0,New
90891,40255,PC74LS240N,SIGNER,0,New
22154,40256,DM74F32PC,NSC,156,New
95543,40257,SN74F241DW,TEXAS INTRUMENTS,156,New
73377,40258,M5M41001AL-10,MITUBISHI,156,New
97277,40259,SN74LS273D,TEXAS INTRUMENTS,156,New
101704,40260,W24257S-70L,WIN,157,New
22656,40261,62-601086-031,Lattic,157,New
23280,40262,7628F,21702,157,New
23281,40263,1000BE,ATMEL,157,New
23282,40264,QS74FCT244CTQ,QS,157,New
77284,40265,MC74HC373ADW,MOTOROLA,157,New
98015,40266,SN74S240N,TEXAS INTRUMENTS,0,New
92684,40267,74S38,TEXAS INTRUMENTS,0,New
74227,40268,74LS08,MOTOROLA,0,New
73551,40269,M5M4464AL-12,MITUBISHI,157,New
61531,40270,CD74HCT573M,21811,157,New
95083,40271,SN74BCT244DW,TEXAS INTRUMENTS,158,New
23015,40272,MU9C4870V-80DC,21289,158,New
23283,40273,DM74C174N,NSC,0,New
83567,40274,DM74LS164N,NSC,0,New
60611,40275,PDM41256SA-15SO,21551,158,New
5437,40276,DM74F138D,NSC,158,New
101380,40277,VL82C331-FC,VLC,159,New
74899,40278,MC10H176FN,MOTOROLA,159,New
71693,40279,N82C42PC,Intel - Intel,159,New
64659,40280,PALCE16V8H-15PC/4,ADVANCED MICRO DEVICES,159,New
23286,40281,M38510/10107BGC,21317,159,New
77173,40282,MC74HC241AD,MOTOROLA,160,New
74703,40283,MC10114FN,MOTOROLA,160,New
78175,40284,MC74LS374DW,MOTOROLA,160,New
95084,40285,SN74BCT244DW,TEXAS INTRUMENTS,160,New
96636,40286,SN74LS08D,TEXAS INTRUMENTS,160,New
23288,40287,N8042AH-2160,Intel - Intel,160,New
57590,40288,JHB/1BD-08S,Unbranded,160,New
23289,40289,SN74LS592N,TEXAS INTRUMENTS,0,New
91185,40290,PC74S240N,SIGNER,0,New
74212,40291,74LS00,MOTOROLA,160,New
73848,40292,M5M5256BVP-1,MITUBISHI,160,New
65663,40293,BT431KC,BROOKTREE,160,New
93155,40294,LM317,TEXAS INTRUMENTS,160,New
96272,40295,SN74HC373D,TEXAS INTRUMENTS,160,New
97530,40296,SN74LS38D,TEXAS INTRUMENTS,161,New
93561,40297,SN74153N,TEXAS INTRUMENTS,0,New
83757,40298,DP8462V-3,NSC,161,New
94357,40299,SN74ALS35AD,TEXAS INTRUMENTS,161,New
64732,40300,SN74S194N,ADVANCED MICRO DEVICES,0,New
97329,40301,SN74LS283N,TEXAS INTRUMENTS,0,New
20948,40302,MC74LS161N,MOTOROLA,0,New
95826,40303,SN74F574D,TEXAS INTRUMENTS,161,New
94889,40304,SN74AS373DW,TEXAS INTRUMENTS,161,New
91876,40305,M74HC04B1,ST Microelectronics,162,New
23295,40306,35212AP,21198,162,New
95754,40307,SN74F374DW,TEXAS INTRUMENTS,162,New
72618,40308,S82434LX SZ882,Intel - Intel,162,New
21131,40309,74LS257,SIGNER,0,New
74228,40310,74LS08,MOTOROLA,162,New
58975,40311,VGT8204C4063,20090,162,New
23296,40312,XLS2816AD-250,72,163,New
18355,40313,ATT20C492-80,ATMEL,163,New
20390,40314,74S30,TEXAS INTRUMENTS,0,New
93509,40315,SN7406N,TEXAS INTRUMENTS,0,New
20536,40316,74LS191,MOTOROLA,0,New
23297,40317,MCM514256AJ-70,MOTOROLA,163,New
75227,40318,MC146818P,MOTOROLA,163,New
60817,40319,CXK58257ATM-85L,218,164,New
22770,40320,20V8H-15JC/4,ADVANCED MICRO DEVICES,164,New
60522,40321,MSM41464-10,21483,164,New
22458,40322,74LS20,TEXAS INTRUMENTS,0,New
92911,40323,AM26LS32ACN,TEXAS INTRUMENTS,0,New
81690,40324,74F240PC,NSC,0,New
66869,40325,F74F245PC,FAIRCHILD,0,New
23300,40326,963,TEXAS INTRUMENTS,0,New
74721,40327,MC10116P,MOTOROLA,164,New
76164,40328,MC74ACT574DW,MOTOROLA,164,New
23303,40329,PC74HCT151T,PHILLIPS SEMICONDUCTORS,164,New
95358,40330,SN74F125D,TEXAS INTRUMENTS,165,New
95902,40331,SN74HC00D,TEXAS INTRUMENTS,165,New
23304,40332,AS7C256-55SC,ALL,165,New
23305,40333,TC528128BJ-10,TOSHIB,165,New
23306,40334,IDT74FCT374L,INTEGRATED DEVICE TECHNOLOGY,165,New
71559,40335,N80286-10,Intel - Intel,165,New
23307,40336,S31AD1167,NSC,165,New
85612,40337,74HC00N,PHILIPS,0,New
92590,40338,74LS20N,TEXAS INTRUMENTS,0,New
96468,40339,SN74HCT245DW,TEXAS INTRUMENTS,165,New
86154,40340,PC74HC157T,PHILIPS,165,New
9109,40341,PC74S05D,SIGNER,165,New
93510,40342,SN7406N,TEXAS INTRUMENTS,0,New
94334,40343,SN74ALS27D,TEXAS INTRUMENTS,166,New
23308,40344,17805,S+T,166,New
23309,40345,SN74132N,TEXAS INTRUMENTS,167,New
58818,40346,P82A442A,19867,167,New
23310,40347,SN74BCT125N,TEXAS INTRUMENTS,175,New
69335,40348,HM4864AP-15,HITACHI,167,New
70058,40349,IDT49FCT805ASO,INTEGRATED DEVICE TECHNOLOGY,168,New
23312,40350,V53C464J-80L,VISHEY,168,New
77834,40351,MC74LS14D,MOTOROLA,168,New
83648,40352,DM74LS393M,NSC,168,New
16223,40353,74174,TEXAS INTRUMENTS,0,New
82186,40354,DM7416N,NSC,0,New
22797,40355,D8748,Intel - Intel,168,New
68578,40356,CD74ACT244M,HARRIS,168,New
23313,40357,C1974,3,168,New
79701,40358,MT4C1M16E5DJ-6Z,MT,168,New
95718,40359,SN74F32D,TEXAS INTRUMENTS,169,New
23315,40360,MC10H209FN,MOTOROLA,169,New
23316,40361,SN74ALS240,TEXAS INTRUMENTS,0,New
20407,40362,20/16V8-25,22556,160,New
96285,40363,SN74HC374DW,TEXAS INTRUMENTS,169,New
72973,40364,LT1072,LT,170,New
94746,40365,SN74AS11D,TEXAS INTRUMENTS,170,New
95220,40366,SN74F04D,TEXAS INTRUMENTS,170,New
73394,40367,M5M4256AJ-12,MITUBISHI,170,New
23166,40368,AM81C471-50JC,ADVANCED MICRO DEVICES,170,New
57591,40369,1103G9J,Unbranded,170,New
69795,40370,HM6264LFP-15,HITACHI,170,New
23319,40371,N75-3.3M,3,170,New
62028,40372,SN74F573DW,22454,170,New
81626,40373,74F04,NSC,0,New
61031,40374,74ACT245,21811,0,New
81636,40375,74F08,NSC,0,New
81848,40376,74S151N,NSC,0,New
22662,40377,PC74LS273,SIGNER,170,New
70942,40378,D2764A,Intel - Intel,170,New
95096,40379,SN74BCT245DW,TEXAS INTRUMENTS,170,New
57592,40380,LP490065,Unbranded,170,New
23321,40381,50,22242,170,New
23322,40382,.01J400Y,3,170,New
76870,40383,MC74F543DW,MOTOROLA,171,New
23323,40384,UM61L256S-15,22566,171,New
21389,40385,24/20V8-15,22556,170,New
95252,40386,SN74F08D,TEXAS INTRUMENTS,172,New
96071,40387,SN74HC14D,TEXAS INTRUMENTS,172,New
23324,40388,XCM67B518FN-10,MOTOROLA,172,New
23325,40389,74LS469A,21215,172,New
94879,40390,SN74AS30D,TEXAS INTRUMENTS,172,New
96420,40391,SN74HCT08D,TEXAS INTRUMENTS,172,New
81839,40392,74S04N,NSC,172,New
99919,40393,TC55257APL-10,TOSHIB,172,New
91726,40394,LM393DT,ST Microelectronics,172,New
2112,40395,CD74HCT151M,HARRIS,172,New
86494,40396,PC74HCT11T,PHILIPS,173,New
19067,40397,TC55187T-25,TOSHIB,173,New
19071,40398,82C212B-1,19867,173,New
58711,40399,A38202C,19586,0,New
85758,40400,LM393D,PHILIPS,0,New
11342,40401,D27C256-120V10D,Intel - Intel,174,New
15648,40402,MCM6209J20,MOTOROLA,174,New
97278,40403,SN74LS273D,TEXAS INTRUMENTS,174,New
66558,40404,DM7406M,FAIRCHILD,0,New
59600,40405,M74ALS245FPN,21029,175,New
95903,40406,SN74HC00D,TEXAS INTRUMENTS,175,New
77341,40407,MC74HC4051D,MOTOROLA,175,New
57593,40408,18MHZ,Unbranded,175,New
23328,40409,SN74F138,TEXAS INTRUMENTS,0,New
79396,40410,MT1259-10,MT,175,New
23329,40411,CD74HC173M,HARRIS,175,New
96186,40412,SN74HC245DW,TEXAS INTRUMENTS,175,New
96581,40413,SN74LS04D,TEXAS INTRUMENTS,176,New
88377,40414,74F253,SIGNER,0,New
23330,40415,MC74LS27N,MOTOROLA,0,New
97140,40416,SN74LS240N,TEXAS INTRUMENTS,0,New
74021,40417,MN41256AL-08,MITUBISHI,176,New
60889,40418,CXK58257P-10L,218,176,New
15638,40419,MCM6264CJ-20,MOTOROLA,176,New
94616,40420,SN74AS00D,TEXAS INTRUMENTS,177,New
18204,40421,82C493B1,21505,0,New
64796,40422,AS7C1024-35JC,ALL,177,New
76854,40423,MC74F521DW,MOTOROLA,177,New
81691,40424,74F240PC,NSC,0,New
100135,40425,TC5565FL-15,TOSHIB,178,New
86596,40426,PC74HCT157T,PHILIPS,178,New
23333,40427,HM628128LR-7,HITACHI,178,New
19631,40428,74LS54,MOTOROLA,0,New
74296,40429,74LS373,MOTOROLA,0,New
96440,40430,SN74HCT240D,TEXAS INTRUMENTS,178,New
94617,40431,SN74AS00D,TEXAS INTRUMENTS,179,New
15232,40432,SN74HT245D,TEXAS INTRUMENTS,14,New
77115,40433,MC74HC14N,MOTOROLA,0,New
23056,40434,4002,TOSHIB,0,New
97737,40435,SN74LS74AD,TEXAS INTRUMENTS,180,New
94656,40436,SN74AS04D,TEXAS INTRUMENTS,180,New
79731,40437,MT4C4256DJ-7,MT,180,New
23334,40438,13620-01-1,20662,180,New
20663,40439,WD62 *,WEST,180,New
23335,40440,V53C104BK-70L,VISHEY,180,New
23336,40441,74F776A,SIGNER,180,New
75977,40442,MC74AC244DW,MOTOROLA,180,New
20317,40443,MC74AC574,MOTOROLA,180,New
94811,40444,SN74AS244DW,TEXAS INTRUMENTS,180,New
20418,40445,MT4C4256-8,MT,180,New
57594,40446,TGRIS005,Unbranded,180,New
92540,40447,74HC74N,TEXAS INTRUMENTS,0,New
23337,40448,74LM361,NSC,0,New
70869,40449,D2732A-3,Intel - Intel,180,New
18010,40450,SN74F74N,TEXAS INTRUMENTS,180,New
14979,40451,MC74F269DW,MOTOROLA,180,New
22425,40452,WD90C20LR-00-02,WEST,180,New
23338,40453,AJT17-1/2,SHAWMUT stock,160,New
87776,40454,KM732V588G-15,sam,180,New
80467,40455,UPD416C,NEC/TOKIN,180,New
23339,40456,STI7000AQA,ST Microelectronics,180,New
73489,40457,M5M442256AL-10,MITUBISHI,180,New
92632,40458,74LS74,TEXAS INTRUMENTS,0,New
60853,40459,CXK58257M-12,218,181,New
13014,40460,TLC271CD,TEXAS INTRUMENTS,0,New
23340,40461,74LSS00,FAIRCHILD,0,New
60803,40462,CXK58257ATM-10L,218,182,New
97929,40463,SN74S153N,TEXAS INTRUMENTS,0,New
19273,40464,74LS241,MOTOROLA,0,New
14269,40465,2564JL-45,TEXAS INTRUMENTS,182,New
96273,40466,SN74HC373D,TEXAS INTRUMENTS,182,New
11624,40467,ICS90C64,20678,183,New
81727,40468,74F373,NSC,0,New
23342,40469,WS7010-01,WIN,183,New
97603,40470,SN74LS51N,TEXAS INTRUMENTS,0,New
77947,40471,MC74LS175N,MOTOROLA,0,New
86155,40472,PC74HC157T,PHILIPS,183,New
80217,40473,UPD41256C-12,NEC/TOKIN,184,New
17947,40474,PC74ABT899A,PHILIPS,184,New
85500,40475,P74FCT244TSO,PERFORMANCE,184,New
23344,40476,SN74LS368,TEXAS INTRUMENTS,0,New
23345,40477,17082,HITACHI,180,New
20545,40478,74H74N,NSC,184,New
77265,40479,MC74HC32D,MOTOROLA,185,New
2620,40480,LM2902D,MOTOROLA,185,New
23346,40481,100465AQ,HITACHI,185,New
60529,40482,MSM41464-12,21483,185,New
16165,40483,33172,MOTOROLA,185,New
22949,40484,SN74F373,TEXAS INTRUMENTS,185,New
23347,40485,MCM67H518FN-9,MOTOROLA,185,New
23348,40486,74DP8392,NSC,0,New
64656,40487,PALCE16V8H-10PC/4,ADVANCED MICRO DEVICES,185,New
71633,40488,N80C32-1,Intel - Intel,185,New
23350,40489,ALS38A,TEXAS INTRUMENTS,185,New
85139,40490,NM93C46M8,NSC,185,New
95904,40491,SN74HC00D,TEXAS INTRUMENTS,186,New
101212,40492,V53C8256HK-45,VISHEY,186,New
13565,40493,PDM41256SA-15SO,21551,186,New
85501,40494,P74FCT244TSO,PERFORMANCE,186,New
96920,40495,SN74LS151N,TEXAS INTRUMENTS,0,New
66258,40496,74F175,FAIRCHILD,0,New
23352,40498,TC551001AFTL-70,TOSHIB,186,New
73839,40499,M5M5256BRV-70L,MITUBISHI,186,New
97371,40500,SN74LS32D,TEXAS INTRUMENTS,187,New
23353,40501,KDA0471PL-66,sam,187,New
23354,40502,SN74AS153N,TEXAS INTRUMENTS,0,New
66230,40503,74F138,FAIRCHILD,0,New
18148,40504,SN74ALS03D,TEXAS INTRUMENTS,188,New
77266,40505,MC74HC32D,MOTOROLA,188,New
23355,40506,16V8A-12LJ,Lattic,188,New
23356,40507,113,MOTOROLA,188,New
97012,40508,SN74LS165AN,TEXAS INTRUMENTS,0,New
23358,40509,F74ACT251PC,FAIRCHILD,0,New
94458,40510,SN74ALS573BN,TEXAS INTRUMENTS,0,New
68706,40511,CD74HC244M,HARRIS,188,New
101588,40512,WD3010CJU01-02,WEST,189,New
23361,40513,MC10H210FN,MOTOROLA,189,New
86585,40514,PC74HCT153D,PHILIPS,189,New
11480,40515,HM66202L-12,HITACHI,190,New
10109,40516,KM68V257CJ-20,sam,190,New
21192,40517,MCM62486AFN14,MOTOROLA,190,New
23362,40518,MC272ID,MOTOROLA,0,New
97966,40519,SN74S175N,TEXAS INTRUMENTS,0,New
74248,40520,74LS157,MOTOROLA,0,New
74306,40521,74LS377,MOTOROLA,0,New
23364,40522,5218,MITUBISHI,0,New
95125,40523,SN74BCT543DW,TEXAS INTRUMENTS,190,New
77999,40524,MC74LS240DW,MOTOROLA,190,New
66354,40525,74F74,FAIRCHILD,0,New
78776,40526,MCM6709AJ-10,MOTOROLA,191,New
13612,40527,TC55B417J-10,TOSHIB,191,New
22737,40528,11B2,20540,0,New
1786,40529,7417,TEXAS INTRUMENTS,0,New
23366,40530,DP7438N,NSC,0,New
95719,40531,SN74F32D,TEXAS INTRUMENTS,193,New
94412,40532,SN74ALS521DW,TEXAS INTRUMENTS,193,New
23367,40533,PALCE16R4BCNL,21215,193,New
23368,40534,SN74ALS174,TEXAS INTRUMENTS,0,New
79090,40535,SN74LS194AN,MOTOROLA,0,New
77893,40536,MC74LS163AN,MOTOROLA,0,New
23371,40537,KM62256BLG-10L,sam,193,New
72619,40538,S82434LX SZ882,Intel - Intel,194,New
23372,40539,WD37C65CJM00-02,WEST,194,New
23373,40540,TC8085AP,TOSHIB,175,New
23374,40541,27L2PC,TEXAS INTRUMENTS,0,New
23375,40542,SN74F520D,TEXAS INTRUMENTS,194,New
23376,40543,5104D,SIGNER,195,New
5580,40544,PC74HCT244T,PHILIPS,195,New
96254,40545,SN74HC32D,TEXAS INTRUMENTS,195,New
16780,40546,M5M5256BFP-15L,MITUBISHI,195,New
19739,40547,SN74LS01D,TEXAS INTRUMENTS,195,New
23377,40548,34072,MOTOROLA,195,New
66457,40549,74S08,FAIRCHILD,0,New
88177,40550,27C256-20FA,SIGNER,195,New
65776,40551,CY6116A-55PC,CYPRESS,195,New
7055,40552,SN74ACT16374DL,TEXAS INTRUMENTS,196,New
8454,40553,SN74S32D,TEXAS INTRUMENTS,196,New
82561,40554,DM74ALS08M,NSC,196,New
98045,40555,SN74S257N,TEXAS INTRUMENTS,0,New
70731,40556,D27010-250V05,Intel - Intel,196,New
88420,40557,74F32N,SIGNER,197,New
86602,40558,PC74HCT161D,PHILIPS,197,New
88226,40559,7406D,SIGNER,198,New
96637,40560,SN74LS08D,TEXAS INTRUMENTS,198,New
101213,40561,V53C8256HK-45,VISHEY,198,New
8598,40562,74HCTLS374,sam,198,New
66259,40563,74F175,FAIRCHILD,0,New
67284,40564,74LS10PC,FUJITSU,198,New
80090,40565,UPD2716D,NEC/TOKIN,198,New
95153,40566,SN74F00D,TEXAS INTRUMENTS,199,New
18067,40567,SN74HC573ADW,TEXAS INTRUMENTS,199,New
23382,40568,MC74LS83N,MOTOROLA,0,New
20187,40569,082CP,MOTOROLA,0,New
88364,40570,74F245D,SIGNER,199,New
7553,40571,PC74HCT161D,PHILIPS,199,New
68895,40572,CD74HCT157M,HARRIS,199,New
95720,40573,SN74F32D,TEXAS INTRUMENTS,200,New
66237,40574,74F139,FAIRCHILD,0,New
23383,40575,98230L1T,HARRIS,200,New
64818,40576,AS7C256-15JC,ALL,200,New
58778,40577,P82A205,19867,200,New
23384,40578,PC74F777AD,SIGNER,200,New
23385,40579,16V8-7JC/5,ADVANCED MICRO DEVICES,200,New
76144,40580,MC74ACT244DW,MOTOROLA,200,New
16985,40581,PC74HCT174T,S+T,200,New
21756,40582,CXK581000ATM-70LL,218,200,New
97372,40583,SN74LS32D,TEXAS INTRUMENTS,200,New
23386,40584,MM74HC32MX,NSC,200,New
64776,40585,Z85C30-8JC,ADVANCED MICRO DEVICES,200,New
57595,40586,TSOP-0616,Unbranded,200,New
21025,40587,74S38,TEXAS INTRUMENTS,0,New
23388,40588,SN74S195,TEXAS INTRUMENTS,185,New
83714,40589,DM74S86N,NSC,0,New
21478,40590,SN75477P,TEXAS INTRUMENTS,0,New
23390,40591,BR5025,S+T,0,New
23225,40592,HM6716P-25,HITACHI,220,New
23391,40593,824160-1,AMP,200,New
96151,40594,SN74HC240D,TEXAS INTRUMENTS,200,New
57596,40595,FOXS/200-20,Unbranded,200,New
101082,40596,16,TOYOCOM,200,New
23393,40597,19.2,KYO,200,New
81674,40598,74F174,NSC,0,New
60506,40599,MSM41256A,21483,201,New
78788,40600,MCM67B518FN-10,MOTOROLA,201,New
13007,40601,SN74F21D,TEXAS INTRUMENTS,201,New
78691,40602,MCM6290J15,MOTOROLA,201,New
101673,40603,WD90C22LR-00-02,WEST,0,New
23394,40604,1230,S+T,202,New
22577,40605,IDT74FCT399ATSO,INTEGRATED DEVICE TECHNOLOGY,202,New
23395,40606,IDT74FCT540TSO,INTEGRATED DEVICE TECHNOLOGY,202,New
76751,40607,MC74F32D,MOTOROLA,202,New
23396,40608,53F3406,87,202,New
8012,40609,SN74LS590D,TEXAS INTRUMENTS,202,New
23397,40610,50UH,PULSE JACK,202,New
95435,40611,SN74F153D,TEXAS INTRUMENTS,202,New
81820,40612,74LS158N,NSC,0,New
76844,40613,MC74F51N,MOTOROLA,0,New
58392,40614,IR9020,Unbranded,202,New
23399,40615,SMD10P,22171,202,New
96223,40616,SN74HC273DW,TEXAS INTRUMENTS,202,New
23400,40617,49MC33SB016KOFT,PHILIPS,202,New
62029,40618,SN74F573DW,22454,204,New
23401,40619,N28F001BN-T120,Intel - Intel,204,New
23402,40620,DM74126N,NSC,0,New
23403,40621,20V8QS-25QNC/GAL,NSC,200,New
23404,40622,13A-S/BUW,PHILIPS,204,New
94011,40623,SN74ALS10AD,TEXAS INTRUMENTS,205,New
95511,40624,SN74F20D,TEXAS INTRUMENTS,205,New
3116,40625,CXK58257ATM-10L,218,205,New
66478,40626,74S74,FAIRCHILD,0,New
86162,40627,PC74HC164D,PHILIPS,205,New
94208,40628,SN74ALS240A,TEXAS INTRUMENTS,205,New
78538,40629,MCM62486AFN24,MOTOROLA,206,New
67071,40630,F74LS32PC,FAIRCHILD,0,New
76003,40631,MC74AC541D,MOTOROLA,206,New
73650,40632,M5M5165FP-70L,MITUBISHI,207,New
